28-02-2021 19:42:59: Start!
Date Time Episode Position Velocity Control 
28-02-2021 19:42:59:,0,-3.1371895557935607,0.8774094587795999,3.0
28-02-2021 19:42:59:,0,-3.1241252985149526,1.7305836691211345,3.0
28-02-2021 19:42:59:,0,-3.1026908746782764,2.5498791848557607,3.0
28-02-2021 19:42:59:,0,-3.073270967983616,3.3262220835661616,3.0
28-02-2021 19:42:59:,0,-3.0363376153373522,4.051238373586176,3.0
28-02-2021 19:42:59:,0,-2.992442506182245,4.717396116474398,3.0
28-02-2021 19:42:59:,0,-2.942207812889704,5.3181561466476746,3.0
28-02-2021 19:42:59:,0,-2.886315502544326,5.848123366278385,3.0
28-02-2021 19:42:59:,0,-2.825495181520365,6.3031866477756475,3.0
28-02-2021 19:42:59:,0,-2.7605106569037945,6.68063311217139,3.0
28-02-2021 19:42:59:,0,-2.6921455434531376,6.979222478013102,3.0
28-02-2021 19:42:59:,0,-2.621188378368789,7.1992094547492185,3.0
28-02-2021 19:42:59:,0,-2.5484178060579303,7.342306527912264,3.0
28-02-2021 19:42:59:,0,-2.4745884434223946,7.4115852857673525,3.0
28-02-2021 19:42:59:,0,-2.4004180232558916,7.411320718741739,3.0
28-02-2021 19:42:59:,0,-2.326576339516567,7.346788650006125,3.0
28-02-2021 19:42:59:,0,-2.253676393756189,7.224030735160637,3.0
28-02-2021 19:42:59:,0,-2.1822679844799193,7.049603732773074,3.0
28-02-2021 19:42:59:,0,-2.112833811956267,6.8303298429630654,3.0
28-02-2021 19:42:59:,0,-2.0457880107522426,6.5730630829963275,3.0
28-02-2021 19:42:59:,0,-1.9814768877844804,6.284483449900059,3.0
28-02-2021 19:42:59:,0,-1.9201815455747315,5.9709266762369895,3.0
28-02-2021 19:42:59:,0,-1.862122012625325,5.638253362379015,3.0
28-02-2021 19:42:59:,0,-1.8074624834657564,5.2917576804335456,3.0
28-02-2021 19:42:59:,0,-1.756317284529767,4.93611287664561,2.9999995
28-02-2021 19:42:59:,0,-1.7087572180735382,4.575349284910441,2.999998
28-02-2021 19:42:59:,0,-1.6648159880597833,4.212858934034806,2.9999948
28-02-2021 19:42:59:,0,-1.6244964718546182,3.85142079029929,2.9999876
28-02-2021 19:42:59:,0,-1.5877766491690748,3.493243148187807,2.999981
28-02-2021 19:42:59:,0,-1.5546150767570985,3.1400113118710817,2.9999695
28-02-2021 19:42:59:,0,-1.5249558414083264,2.792943602734211,2.9999475
28-02-2021 19:42:59:,0,-1.4987329414746906,2.4528491478219356,2.9999075
28-02-2021 19:42:59:,0,-1.4758740190810178,2.120199556069864,2.9998884
28-02-2021 19:42:59:,0,-1.4563035582854704,1.7951639023115586,2.999859
28-02-2021 19:42:59:,0,-1.4399456064926763,1.4776688709100005,2.999814
28-02-2021 19:42:59:,0,-1.4267259824449434,1.167441265393651,2.9997272
28-02-2021 19:42:59:,0,-1.4165740241636726,0.8640574701964254,2.99959
28-02-2021 19:42:59:,0,-1.4094239334079255,0.566974755650649,2.9993627
28-02-2021 19:42:59:,0,-1.4052158839434554,0.27554729809703804,2.9989362
28-02-2021 19:42:59:,0,-1.4038975779637486,-0.011079104176653282,2.9977276
28-02-2021 19:42:59:,0,-1.405427113204352,-0.2941237196146325,2.9945092
28-02-2021 19:42:59:,0,-1.4097761973794043,-0.5750842241030302,2.988238
28-02-2021 19:42:59:,0,-1.416939508094373,-0.8570487877354344,2.9732952
28-02-2021 19:42:59:,0,-1.42696314593681,-1.1471997598248098,2.9353595
28-02-2021 19:42:59:,0,-1.4400212144511677,-1.4639237058634444,2.8355737
28-02-2021 19:42:59:,0,-1.4565860300719597,-1.848415597284254,2.594855
28-02-2021 19:42:59:,0,-1.4776535003348563,-2.3641362469309475,2.1347158
28-02-2021 19:42:59:,0,-1.5041643758627963,-2.9369321611315113,1.9207742
28-02-2021 19:42:59:,0,-1.5365438697652412,-3.5376902776151797,1.8020415
28-02-2021 19:42:59:,0,-1.5748672717368155,-4.125539969078979,1.818217
28-02-2021 19:42:59:,0,-1.6190170393562058,-4.70264969858659,1.82212
28-02-2021 19:42:59:,0,-1.6689371832648145,-5.279123701684741,1.7836595
28-02-2021 19:42:59:,0,-1.7246888979238122,-5.8682666037196345,1.6881126
28-02-2021 19:42:59:,0,-1.7864626530108607,-6.48260637902672,1.5337107
28-02-2021 19:42:59:,0,-1.8545662046695934,-7.1330464906729425,1.3210646
28-02-2021 19:42:59:,0,-1.9292576053794992,-7.798802276234815,1.1528643
28-02-2021 19:42:59:,0,-2.0106202789786103,-8.465707497829065,1.0024807
28-02-2021 19:42:59:,0,-2.098343112646287,-9.069188902874794,1.037688
28-02-2021 19:42:59:,0,-2.1918497040154126,-9.620619841842064,0.9989507
28-02-2021 19:42:59:,0,-2.2906932871926973,-10.134587073101898,0.87179327
28-02-2021 19:42:59:,0,-2.3945892085138194,-10.628955599310626,0.64215815
28-02-2021 19:42:59:,0,-2.5033715321082752,-11.109678734032286,0.34843048
28-02-2021 19:42:59:,0,-2.6168821236888373,-11.572454468682137,0.025060635
28-02-2021 19:42:59:,0,-2.7348996329068616,-12.009037455360826,-0.3129618
28-02-2021 19:42:59:,0,-2.8575010719161185,-12.487170227030544,-0.92178845
28-02-2021 19:42:59:,0,-2.985169998262135,-13.020564237941908,-1.6181152
28-02-2021 19:42:59:,0,-3.1179602691613297,-13.510040278089821,-2.0133543
28-02-2021 19:42:59:,0,3.0280623021455515,-13.894394276623201,-2.2226715
28-02-2021 19:42:59:,0,2.887832045668813,-14.123790358578203,-2.2677603
