20-12-2020 08:02:15: Start!
Date Time Episode Position Velocity Reward 
20-12-2020 08:02:19: 0 3.1340577906448654 -0.007534791647545073 -4668.0369961832885
20-12-2020 08:02:23: 1 -3.082320027466979 0.05923792568386591 -4540.803409263682
20-12-2020 08:02:27: 2 3.070503567985634 -0.071029224076693 -4667.741899011858
20-12-2020 08:02:35: 3 -1.4016262700366688 0.9857248392024518 -9199.055817469316
20-12-2020 08:02:44: 4 -2.4099333183581226 0.6681052104988031 -3578.603582617703
20-12-2020 08:02:54: 5 1.4753798908284672 -0.9954513045012203 -4493.160792478028
20-12-2020 08:03:03: 6 -0.5361561227056519 0.5108352745706456 -18361.8070408029
20-12-2020 08:03:14: 7 -2.8058624861592456 0.3294586598210665 -4378.893117764342
20-12-2020 08:03:24: 8 -2.666138794098331 0.45774201400428016 -3977.664632877654
20-12-2020 08:03:35: 9 -2.363445157390883 0.7019612431758743 -4279.653598049658
20-12-2020 08:03:47: 10 -2.407740755643289 0.6697350164504189 -3620.775058108141
20-12-2020 08:03:58: 11 -2.337031597917104 0.7205263363220761 -3623.191609305163
20-12-2020 08:04:10: 12 -2.3414253940614653 0.7174726117002804 -3635.6410608911006
20-12-2020 08:04:23: 13 -2.3568963463413475 0.7066103198237964 -3623.2698148985282
20-12-2020 08:04:35: 14 -2.3575244163474167 0.7061657563299788 -3600.875049936349
20-12-2020 08:04:49: 15 -2.3864135677729674 0.6854190807717431 -3609.5648859566318
20-12-2020 08:05:02: 16 -2.34075988464092 0.7179360378017887 -3611.1946850505124
20-12-2020 08:05:16: 17 -2.3793334808467836 0.6905572153971486 -3599.734458957826
20-12-2020 08:05:30: 18 -2.3848904706396077 0.6865273266760966 -3587.5939247067486
20-12-2020 08:05:45: 19 -2.3326982101367175 0.723524452386916 -3593.401721209047
20-12-2020 08:06:00: 20 -2.434535921951861 0.649598888367501 -3588.9311729364285
20-12-2020 08:06:16: 21 -2.377080132568387 0.6921852575567758 -3584.8286887757695
20-12-2020 08:06:31: 22 -2.3716539092034505 0.6960912612627292 -3579.7991419562886
20-12-2020 08:06:47: 23 -2.382152332463752 0.6885156618304078 -3590.6942070959444
20-12-2020 08:07:03: 24 -2.327166135676042 0.7273321457161249 -3600.3073078619313
20-12-2020 08:07:20: 25 -2.414654122247663 0.6645851853444196 -3587.7106551959378
20-12-2020 08:07:37: 26 -2.3521627204407434 0.7099519181327344 -3605.037300919579
20-12-2020 08:07:55: 27 -2.3848114673548775 0.6865847681380488 -3634.5392510823954
