06-02-2021 19:47:07: Start!
Date Time Episode Position Velocity Reward 
06-02-2021 19:47:09: 0 0.00038546926135252235 -0.00038546925180647524 -1048.9459590237507
06-02-2021 19:47:10: 1 0.00038546926135252235 -0.00038546925180647524 -1048.9459590237507
06-02-2021 19:47:11: 2 0.00038546926135252235 -0.00038546925180647524 -1048.9459590237507
06-02-2021 19:47:13: 3 2.2259246681078757 -0.7929697412734303 -9470.941952133908
06-02-2021 19:47:16: 4 -0.00261111137502823 0.002611108407978853 -1358.2909246575518
06-02-2021 19:47:19: 5 3.085453404160086 -0.05610976585631446 -3985.918953241745
06-02-2021 19:47:22: 6 -0.4333961044268726 0.41995533510901406 -3325.790524236228
06-02-2021 19:47:25: 7 2.869694225313875 -0.2685606048570859 -4359.551813919765
06-02-2021 19:47:27: 8 -2.6812235858590405 0.4442787807846039 -4171.133711094487
06-02-2021 19:47:30: 9 -2.274248334339789 0.7626137903228721 -4426.109352385254
06-02-2021 19:47:33: 10 -3.1156265445888067 0.025963191206251676 -4595.73685128941
06-02-2021 19:47:37: 11 -2.9764223379258867 0.1644203311044804 -4432.884753054419
06-02-2021 19:47:40: 12 -2.954288213389411 0.18621116091488463 -4475.596700219758
06-02-2021 19:47:43: 13 -2.767552984497991 0.36537876509901945 -4440.295010023783
06-02-2021 19:47:46: 14 -2.7163527924845443 0.4125392926376424 -4216.480773625238
06-02-2021 19:47:49: 15 -2.834387950794169 0.30239539272915883 -4277.301099404656
06-02-2021 19:47:52: 16 -2.901818494270044 0.23748325273811136 -4175.920226803773
06-02-2021 19:47:55: 17 2.813209801175713 -0.3225127152565593 -4142.080116193504
06-02-2021 19:47:58: 18 -2.2050999010107777 0.8054846053221764 -3976.161973139731
06-02-2021 19:48:01: 19 2.4890098385122688 -0.607240522109767 -3752.3818566870355
06-02-2021 19:48:04: 20 -1.6664926527514128 0.995424599910157 -3718.776111797302
06-02-2021 19:48:09: 21 -1.8774004953463033 0.9533640046124813 -3485.4180189184326
06-02-2021 19:48:12: 22 -2.0603983623413464 0.8825200811095464 -3629.810200869119
06-02-2021 19:48:15: 23 0.034140959790684544 -0.03413432769753956 -1218.3099032447349
06-02-2021 19:48:18: 24 -2.3917270524541294 0.681540415714367 -3969.1566750217967
06-02-2021 19:48:22: 25 -2.668179458784259 0.45592673768336106 -3533.7559882786336
06-02-2021 19:48:25: 26 -1.9114775470596141 0.9425272686328778 -3466.363081317538
06-02-2021 19:48:28: 27 0.06524837867844324 -0.06520209099185377 -2046.9118141213526
06-02-2021 19:48:31: 28 0.406046169431594 -0.3949800814068732 -3984.9115941644995
06-02-2021 19:48:35: 29 -1.9876291209644457 0.9143758197557563 -3610.6957976044646
06-02-2021 19:48:38: 30 -2.1647499296855512 0.8287345600837478 -3605.5199239698513
06-02-2021 19:48:43: 31 -0.005271352081189562 0.005271327668579344 -1611.4281457639424
06-02-2021 19:48:46: 32 -1.7072902118292221 0.9906991631346269 -3436.524648408816
06-02-2021 19:48:50: 33 1.9208917240741314 -0.9393399970550949 -3686.5094487135207
06-02-2021 19:48:53: 34 -2.479486687043991 0.6147791883393671 -3587.3937974702935
06-02-2021 19:48:57: 35 -1.4511912659854147 0.9928558374672415 -3686.9580934103014
06-02-2021 19:49:00: 36 2.8184767461426894 -0.3175227584952018 -3833.771156196527
06-02-2021 19:49:04: 37 -2.900998873597004 0.23827934554498362 -3901.9451155392444
06-02-2021 19:49:07: 38 -1.1609010013876553 0.9171625420612645 -3440.6978151229523
06-02-2021 19:50:08: Start!
Date Time Episode Position Velocity Reward 
06-02-2021 19:50:09: 0 0.00038546926135252235 -0.00038546925180647524 -1048.9459590237507
06-02-2021 19:50:11: 1 0.00038546926135252235 -0.00038546925180647524 -1048.9459590237507
06-02-2021 19:50:11: 2 0.00038546926135252235 -0.00038546925180647524 -1048.9459590237507
06-02-2021 19:50:14: 3 -2.641421818337075 0.4795754536462742 -3148.0997566347187
06-02-2021 19:50:17: 4 2.8320550428048072 -0.3046182550759789 -4444.37657332395
06-02-2021 19:50:19: 5 0.09255241973837602 -0.09242034307970297 -2815.237071703913
06-02-2021 19:50:22: 6 -2.023634767722693 0.8992088527015512 -3749.3999508357347
06-02-2021 19:50:25: 7 -2.8536446173509695 0.28398534276915627 -3709.457083815754
06-02-2021 19:50:28: 8 2.382825596418784 -0.6880272403441166 -3921.0407758857586
06-02-2021 19:50:31: 9 -0.009211933391895855 0.009211803105438954 -1586.4300733702817
06-02-2021 19:50:33: 10 2.7349761553750254 -0.39550397230944206 -3913.5264269440395
06-02-2021 19:50:37: 11 -2.336501933656656 0.7208935190376535 -3834.7610743159585
06-02-2021 19:50:40: 12 2.0405880512066563 -0.8916625940145946 -3855.0338691418688
06-02-2021 19:50:43: 13 -2.9433138308265434 0.19698216906964428 -3788.9371606162435
06-02-2021 19:50:46: 14 -0.043157021696194064 0.043143626079770896 -2443.2507605114965
06-02-2021 19:50:49: 15 -1.2191980713412942 0.9388234750137053 -3510.8742009959415
06-02-2021 19:50:52: 16 -1.1821896634712488 0.9254378923455159 -3617.388397425526
06-02-2021 19:50:55: 17 1.9845251259972674 -0.9156281163260143 -3784.306954487237
06-02-2021 19:50:58: 18 2.3267482947695246 -0.7276188404198067 -3479.7852103147015
06-02-2021 19:51:01: 19 2.1871713662003716 -0.8159793342970724 -3431.021884936421
06-02-2021 19:51:04: 20 0.6121845620099791 -0.5746566636472796 -3448.1915444268557
06-02-2021 19:51:09: 21 2.4297798829191626 -0.6532074354277208 -3375.5038272519387
06-02-2021 19:51:12: 22 -3.139343462322822 0.002249189370580445 -3642.233299845919
06-02-2021 19:51:15: 23 2.3962173297109803 -0.6782476587397569 -3791.002141516212
