Date,Time,Episode,Position,Velocity,Control,Alpha,Rho,K
14-02-2021,15:48:32:,0,-3.141592653589793,1.4414209340600799e-16,0.0,44.16869,11.56394,36.773273
14-02-2021,15:48:32:,0,-3.141592653589793,2.8599762580237784e-16,3.0,44.16869,11.56394,36.773273
14-02-2021,15:48:32:,0,-3.1371895557935607,0.8774094587796002,3.0,44.89585,11.027731,38.614227
14-02-2021,15:48:32:,0,-3.1241252985149526,1.730583669121135,3.0,38.88546,11.085651,37.77919
14-02-2021,15:48:32:,0,-3.1026908746782764,2.549879184855761,3.0,29.941965,10.629375,35.377563
14-02-2021,15:48:32:,0,-3.073270967983616,3.326222083566162,3.0,18.87166,10.375381,32.126137
14-02-2021,15:48:32:,0,-3.0363376153373522,4.051238373586177,3.0,14.598489,10.127222,29.996014
14-02-2021,15:48:32:,0,-2.992442506182245,4.717396116474399,3.0,11.173549,9.671854,27.739328
14-02-2021,15:48:32:,0,-2.942207812889704,5.318156146647675,3.0,10.406957,8.70499,26.886227
14-02-2021,15:48:33:,0,-2.886315502544326,5.848123366278386,3.0,10.645551,8.095473,27.508556
14-02-2021,15:48:33:,0,-2.825495181520365,6.303186647775648,3.0,10.85096,7.5796638,28.057007
14-02-2021,15:48:33:,0,-2.7605106569037945,6.6806331121713916,3.0,11.02001,7.090619,28.397081
14-02-2021,15:48:33:,0,-2.6921455434531376,6.979222478013104,3.0,10.39091,7.314198,28.505127
14-02-2021,15:48:33:,0,-2.621188378368789,7.19920945474922,3.0,9.654154,7.644319,28.390413
14-02-2021,15:48:33:,0,-2.5484178060579303,7.342306527912266,3.0,8.937324,7.964372,28.055365
14-02-2021,15:48:33:,0,-2.4745884434223946,7.411585285767354,3.0,8.181734,8.299841,27.55828
14-02-2021,15:48:33:,0,-2.4004180232558916,7.411320718741741,3.0,7.5826983,8.697754,26.820292
14-02-2021,15:48:33:,0,-2.326576339516567,7.3467886500061255,3.0,7.1899447,9.108509,25.899015
14-02-2021,15:48:33:,0,-2.253676393756189,7.224030735160638,3.0,6.7543654,9.514835,24.857073
14-02-2021,15:48:33:,0,-2.1822679844799193,7.0496037327730745,3.0,6.300862,9.953072,23.807688
14-02-2021,15:48:33:,0,-2.112833811956267,6.830329842963066,3.0,6.199166,10.342865,23.776894
14-02-2021,15:48:33:,0,-2.0457880107522426,6.573063082996328,3.0,6.121432,10.727625,23.830606
14-02-2021,15:48:33:,0,-1.9814768877844804,6.28448344990006,3.0,6.012784,11.076387,23.756964
14-02-2021,15:48:33:,0,-1.9201815455747315,5.97092667623699,3.0,5.878102,11.383524,23.570501
14-02-2021,15:48:33:,0,-1.862122012625325,5.638253362379016,3.0,5.7256503,11.626484,23.279932
14-02-2021,15:48:33:,0,-1.8074624834657564,5.291757680433546,3.0,5.558059,11.841965,22.919283
14-02-2021,15:48:33:,0,-1.7563172838293628,4.936113016327889,3.0,6.4892173,12.000906,22.718536
14-02-2021,15:48:33:,0,-1.708757213186808,4.57534998090103,3.0,10.02182,12.064337,22.972404
14-02-2021,15:48:33:,0,-1.6648159685684583,4.212861154664936,3.0,13.505789,12.07876,23.164558
14-02-2021,15:48:33:,0,-1.6244964121330856,3.851426605844952,3.0,16.927092,12.04217,23.29829
14-02-2021,15:48:33:,0,-1.5877765037521252,3.4932544572138564,3.0,20.23924,11.960394,23.370796
14-02-2021,15:48:33:,0,-1.5546147743190621,3.140031385138397,3.0,23.588554,11.856512,23.391298
14-02-2021,15:48:33:,0,-1.5249552627120133,2.792978745204759,3.0,26.947126,12.024296,23.363117
14-02-2021,15:48:33:,0,-1.4987318780062422,2.452910898712934,3.0,29.241943,12.394169,23.16126
14-02-2021,15:48:33:,0,-1.4758721784702962,2.1202931680349058,3.0,30.62336,12.70368,22.804594
14-02-2021,15:48:33:,0,-1.4563005806713178,1.7952976168911507,3.0,31.845608,12.963629,22.432573
14-02-2021,15:48:33:,0,-1.4399410266913275,1.4778555036098544,3.0,32.895542,13.200247,22.03876
14-02-2021,15:48:33:,0,-1.4267191462377653,1.1677057821927876,3.0,33.719776,13.404295,21.617266
14-02-2021,15:48:33:,0,-1.4165639545562811,0.864439432227524,3.0,34.455387,13.540434,21.198032
14-02-2021,15:48:33:,0,-1.4094091276683525,0.5675396969848502,3.0,35.192688,13.578875,20.77775
14-02-2021,15:48:33:,0,-1.405193894561041,0.2764185155209135,3.0,35.87708,13.576677,20.347647
14-02-2021,15:48:33:,0,-1.4038635823858154,-0.009550434184804085,3.0,36.553062,13.543488,19.915895
14-02-2021,15:48:33:,0,-1.4053698461532296,-0.2910015929288646,3.0,37.155502,13.472961,19.496637
14-02-2021,15:48:33:,0,-1.4096706093753149,-0.5685497669280712,2.388152807764042,37.809616,13.38715,19.091661
14-02-2021,15:48:33:,0,-1.417628770963482,-1.0221204505134285,-3.0,38.651855,13.61595,18.534782
14-02-2021,15:48:33:,0,-1.4380122585399562,-3.0497519304310985,-3.0,38.03886,14.300285,15.663066
14-02-2021,15:48:33:,0,-1.4785320841067149,-5.0497906934675765,-3.0,34.902485,13.733469,13.153028
14-02-2021,15:48:33:,0,-1.5389199726392357,-7.023279865082323,-3.0,31.11739,11.427418,10.761432
14-02-2021,15:48:33:,0,-1.618901270660131,-8.967684478138576,-3.0,25.17004,6.7574267,7.3817453
14-02-2021,15:48:33:,0,-1.7181528642948543,-10.875652722195856,-3.0,18.298014,3.6824608,4.334162
14-02-2021,15:48:33:,0,-1.8362495490769497,-12.733967383062,-3.0,11.172984,0.84694344,1.587093
14-02-2021,15:48:33:,0,-1.9726015629664513,-14.522863203497085,-3.0,3.857089,0.43786502,0.3280424
14-02-2021,15:48:33:,0,-2.1263881451353566,-16.215961478900226,-3.0,3.6683805,0.41977262,1.3011726
14-02-2021,15:48:33:,0,-2.29649473294449,-17.781110768048368,-3.0,3.246144,0.42026603,2.2345498
14-02-2021,15:48:33:,0,-2.4814641645775266,-19.18237843954604,-3.0,2.345679,0.8397279,3.087652
14-02-2021,15:48:33:,0,-2.67947398677913,-20.38327249306263,-3.0,0.7734787,0.66787887,2.8899107
14-02-2021,15:48:33:,0,-2.888351392746525,-21.350980702843124,-3.0,0.25769347,0.81530166,2.8489487
14-02-2021,15:48:33:,0,-3.105633393580044,-22.061053246244512,-3.0,0.71087974,1.4304392,2.942204
14-02-2021,15:48:33:,0,2.954512834063272,-22.501655700595233,-3.0,0.76626414,2.8689451,3.1170862
14-02-2021,15:48:33:,0,2.7284067007920196,-22.67643972018591,-3.0,0.9743659,4.384258,3.0442002
14-02-2021,15:48:33:,0,2.5018053957748627,-22.605316156770748,-3.0,2.3098645,5.126004,2.2421262
14-02-2021,15:48:33:,0,2.2770058706994787,-22.322925592648065,-3.0,3.6604023,5.801328,1.2994504
14-02-2021,15:48:33:,0,2.055898767651925,-21.875195898166904,-3.0,4.9839926,6.15319,0.19359161
14-02-2021,15:48:33:,0,1.8398776702868513,-21.31481904980804,2.026820007482568,5.9749,6.7487974,0.22436331
14-02-2021,15:48:33:,0,1.6371790269597186,-19.223841100542696,2.435672670651142,6.9581113,7.727469,0.22084248
14-02-2021,15:48:33:,0,1.4559429727698818,-17.03012474379812,3.0,8.050125,8.673998,0.33580124
