14-02-2021 15:33:25: Start!
Date Time Episode Position Velocity Control 
14-02-2021 15:33:25: 0 -3.1371895557935607 0.8774094587795999 3.0
14-02-2021 15:33:25: 0 -3.1241252985149526 1.7305836691211345 3.0
14-02-2021 15:33:25: 0 -3.1026908750282036 2.5498791151254463 2.9999998
14-02-2021 15:33:25: 0 -3.0732709700716567 3.3262218065691544 2.9999993
14-02-2021 15:33:25: 0 -3.0363376215553686 4.051237826120516 2.999999
14-02-2021 15:33:25: 0 -2.99244251883413 4.717395378925028 2.9999993
14-02-2021 15:33:25: 0 -2.9422078334704906 5.318155300222697 2.9999995
14-02-2021 15:33:25: 0 -2.8863155320872984 5.848122422190938 2.9999995
14-02-2021 15:33:25: 0 -2.8254952202437806 6.3031857572574665 3.0
14-02-2021 15:33:25: 0 -2.7605107042297785 6.680632283420926 3.0
14-02-2021 15:33:25: 0 -2.6921455990792573 6.979221647960777 2.9999998
14-02-2021 15:33:25: 0 -2.6211884419231133 7.199208699956695 3.0
14-02-2021 15:33:25: 0 -2.548417877467097 7.342305712702895 2.9999995
14-02-2021 15:33:25: 0 -2.474588523262736 7.411584415584587 2.9999995
14-02-2021 15:33:25: 0 -2.4004181120533854 7.411319798177464 2.9999995
14-02-2021 15:33:25: 0 -2.32657643845641 7.346787543064268 2.999999
14-02-2021 15:33:25: 0 -2.2536765067739832 7.2240290287974664 2.9999976
14-02-2021 15:33:25: 0 -2.182268122749128 7.049600394805656 2.999994
14-02-2021 15:33:25: 0 -2.11283400385683 6.830322469320317 2.9999857
14-02-2021 15:33:25: 0 -2.0457883304874986 6.57304492783964 2.9999623
14-02-2021 15:33:25: 0 -1.9814776149317037 6.284420271416458 2.9998446
14-02-2021 15:33:25: 0 -1.9201840353684299 5.970638038740697 2.9992251
14-02-2021 15:33:25: 0 -1.862132503237393 5.6369449868396995 2.9964976
14-02-2021 15:33:25: 0 -1.8075084006949043 5.285994162343009 2.9847014
14-02-2021 15:33:25: 0 -1.756511747027063 4.912220710820934 2.9377394
14-02-2021 15:33:25: 0 -1.7094961961751496 4.490514068780374 2.790482
14-02-2021 15:33:25: 0 -1.6674340175780236 3.922461629927276 2.2932653
14-02-2021 15:33:25: 0 -1.632596546245435 3.0468242561494776 1.2281783
14-02-2021 15:33:25: 0 -1.6076073877129042 1.9536799873969692 0.44631094
14-02-2021 15:33:25: 0 -1.591385586541242 1.292351767649633 1.8638337
14-02-2021 15:33:25: 0 -1.580270163720627 0.9316614271125664 2.8551085
14-02-2021 15:33:25: 0 -1.572580958531539 0.6070364471863441 2.9590414
14-02-2021 15:33:25: 0 -1.568083445658215 0.2933027984824629 2.9786973
14-02-2021 15:33:25: 0 -1.566687046360265 -0.013205094761376983 2.9863486
14-02-2021 15:33:25: 0 -1.5683248516962776 -0.31355663354896146 2.9907665
14-02-2021 15:33:25: 0 -1.5729388209011717 -0.6084515789155684 2.9931498
14-02-2021 15:33:25: 0 -1.5804771872403425 -0.8984402514726405 2.9938583
14-02-2021 15:33:25: 0 -1.590891526715013 -1.183637202076234 2.9941363
14-02-2021 15:33:25: 0 -1.6041332570288125 -1.463892368218782 2.994572
14-02-2021 15:33:25: 0 -1.62015190366077 -1.7389733326376986 2.9950562
14-02-2021 15:33:25: 0 -1.638894367593645 -2.0085838644630467 2.9953382
14-02-2021 15:33:25: 0 -1.660305009067546 -2.2725082779167516 2.9946022
14-02-2021 15:33:25: 0 -1.684322489331672 -2.5298212674084968 2.9946566
14-02-2021 15:33:25: 0 -1.7108763213917477 -2.779615973360457 2.9948072
14-02-2021 15:33:25: 0 -1.7398886757697625 -3.0213280012204917 2.9932098
14-02-2021 15:33:25: 0 -1.7712771442760946 -3.2546041982945897 2.9884179
14-02-2021 15:33:25: 0 -1.8049550630518656 -3.4789464014916813 2.9801705
14-02-2021 15:33:25: 0 -1.8408468477852145 -3.697059503257127 2.9567804
14-02-2021 15:33:25: 0 -1.8789423173806625 -3.9192951972108725 2.891186
14-02-2021 15:33:25: 0 -1.919464244413704 -4.181806952679868 2.693778
14-02-2021 15:33:25: 0 -1.96368702457315 -4.658312219151659 1.8912833
14-02-2021 15:33:25: 0 -2.014609702054657 -5.519839899101328 0.47867274
14-02-2021 15:33:25: 0 -2.0729701268024154 -6.145323660077566 1.1425618
14-02-2021 15:33:25: 0 -2.1391619513354785 -7.083868385877498 -0.079903305
14-02-2021 15:33:25: 0 -2.2141028234700215 -7.893713641185922 0.15517247
14-02-2021 15:33:25: 0 -2.2982194354789858 -8.916361431896117 -0.80654943
14-02-2021 15:33:25: 0 -2.391044314586514 -9.633878888009194 -0.05812467
14-02-2021 15:33:25: 0 -2.4917463152782293 -10.489020659412839 -0.85084224
14-02-2021 15:33:25: 0 -2.600173012103136 -11.176743283761569 -0.66090494
14-02-2021 15:33:25: 0 -2.716315395499617 -12.029133398777999 -1.6461651
14-02-2021 15:33:25: 0 -2.839825660302136 -12.64844849820619 -1.3359823
14-02-2021 15:33:26: 0 -2.969636250922642 -13.287022576606867 -1.9205449
14-02-2021 15:33:26: 0 -3.104826983241799 -13.723380834917311 -1.7894659
14-02-2021 15:33:26: 0 3.039398313110521 -14.04032087766813 -1.955345
14-02-2021 15:33:26: 0 2.8985790314404056 -14.095963636453408 -1.6397052
14-02-2021 15:33:26: 0 2.756548081121262 -14.283024005734749 -2.6410952
14-02-2021 15:33:26: 0 2.6140586106495167 -14.189834691742261 -2.2243512
14-02-2021 15:33:26: 0 2.4732162228905477 -13.956257834090023 -2.231525
14-02-2021 15:33:26: 0 2.3354189188288013 -13.584034196928101 -2.184768
14-02-2021 15:33:26: 0 2.2019289526827084 -13.098302839780448 -2.1544533
14-02-2021 15:33:26: 0 2.0739751801139086 -12.4805170083344 -1.9876531
14-02-2021 15:33:26: 0 1.9520172808287795 -11.902294173541652 -2.331418
14-02-2021 15:33:26: 0 1.8358399827054317 -11.327411900698227 -2.4897878
14-02-2021 15:33:26: 0 1.7256472071310913 -10.70826071507057 -2.4271812
14-02-2021 15:33:26: 0 1.621873923787418 -10.046059560258763 -2.3136082
14-02-2021 15:33:26: 0 1.5249665872950997 -9.33725375524718 -2.1399298
14-02-2021 15:33:26: 0 1.4353978766863777 -8.580115548846 -1.9201214
14-02-2021 15:33:26: 0 1.3532325608304099 -7.857730717436303 -1.9518178
14-02-2021 15:33:26: 0 1.2781239078209072 -7.169586199377052 -1.9619604
14-02-2021 15:33:26: 0 1.2095780492736967 -6.545604666865409 -2.0609615
14-02-2021 15:33:26: 0 1.1467308744749491 -6.02996172917832 -2.3041272
14-02-2021 15:33:26: 0 1.08875760204712 -5.570935314575815 -2.3699472
14-02-2021 15:33:26: 0 1.035290255182634 -5.128863277753472 -2.2994783
14-02-2021 15:33:26: 0 0.9859676865930256 -4.741864514892699 -2.358447
14-02-2021 15:33:26: 0 0.9404918804171096 -4.359449802669809 -2.248225
14-02-2021 15:33:26: 0 0.8987177434449283 -4.001339109623759 -2.207387
14-02-2021 15:33:26: 0 0.8603946718505915 -3.6689918856016663 -2.1759486
14-02-2021 15:33:26: 0 0.8252783910957948 -3.359708517848556 -2.140639
14-02-2021 15:33:26: 0 0.7931255446248131 -3.0760040834992566 -2.11969
14-02-2021 15:33:26: 0 0.7636943446988917 -2.8150748202356897 -2.095405
14-02-2021 15:33:26: 0 0.7365935257380469 -2.609556833099198 -2.1885571
14-02-2021 15:33:26: 0 0.7113016531027041 -2.452981420344426 -2.2666664
14-02-2021 15:33:26: 0 0.6875027094791215 -2.3107869524014304 -2.2326531
14-02-2021 15:33:26: 0 0.665071498606796 -2.179264549345873 -2.1896782
14-02-2021 15:33:26: 0 0.6439226962956281 -2.054146655302878 -2.1355886
14-02-2021 15:33:26: 0 0.624002837157895 -1.9333202622688996 -2.0775342
14-02-2021 15:33:26: 0 0.6052681083062921 -1.8169617372456641 -2.0232737
14-02-2021 15:33:26: 0 0.5876516843580593 -1.7094909786397765 -1.987313
14-02-2021 15:33:26: 0 0.5710435217930945 -1.615140723207314 -1.9691186
14-02-2021 15:33:26: 0 0.5553307767154267 -1.5302612327857645 -1.9417593
14-02-2021 15:33:26: 0 0.540432308869816 -1.4521548697469224 -1.9080713
14-02-2021 15:33:26: 0 0.5263035668125693 -1.3762012907695904 -1.8612199
14-02-2021 15:33:26: 0 0.5129092522710517 -1.3051495769563368 -1.8260663
14-02-2021 15:33:26: 0 0.5002111735168047 -1.236843405799117 -1.7859485
14-02-2021 15:33:26: 0 0.4881647858596958 -1.174696413481097 -1.7596898
14-02-2021 15:33:26: 0 0.47675308148383166 -1.1098159761722066 -1.7053903
14-02-2021 15:33:26: 0 0.4659503870053743 -1.0527777612199134 -1.6890318
14-02-2021 15:33:26: 0 0.45572018102636536 -0.995228351706539 -1.6464682
14-02-2021 15:33:26: 0 0.44603555911884474 -0.9435570618857483 -1.6275225
14-02-2021 15:33:26: 0 0.43686560299926613 -0.892210118649478 -1.5916783
14-02-2021 15:33:26: 0 0.42818459098677675 -0.8456745018240627 -1.572854
14-02-2021 15:33:26: 0 0.4199655536603548 -0.7997363664330291 -1.5415046
14-02-2021 15:33:26: 0 0.41218464864014814 -0.7579630129660818 -1.523907
14-02-2021 15:33:26: 0 0.404818075481268 -0.7167978654790703 -1.4958546
14-02-2021 15:33:26: 0 0.39784325868384984 -0.6795341605839167 -1.4804819
14-02-2021 15:33:26: 0 0.39123613987493355 -0.6431923285860778 -1.456471
14-02-2021 15:33:26: 0 0.3849771587639763 -0.6098381554535525 -1.4408251
14-02-2021 15:33:26: 0 0.37907305991463147 -0.5721651048975899 -1.4016328
14-02-2021 15:33:26: 0 0.37351024437928837 -0.5415025385456221 -1.402147
14-02-2021 15:33:26: 0 0.3682638748418938 -0.5088251330940934 -1.3733972
14-02-2021 15:33:26: 0 0.36328842130685146 -0.48724167103208765 -1.3903705
14-02-2021 15:33:26: 0 0.35850424146312365 -0.4705237577296431 -1.3875016
14-02-2021 15:33:26: 0 0.3538760086454107 -0.4560190348736166 -1.3764565
14-02-2021 15:33:26: 0 0.3493857631421027 -0.4428984412863553 -1.3632226
14-02-2021 15:33:26: 0 0.34502074171595565 -0.4309491641504739 -1.349805
14-02-2021 15:33:26: 0 0.3407718475784902 -0.41965088380676424 -1.3351033
14-02-2021 15:33:26: 0 0.33663373416814446 -0.4087724199458705 -1.3200519
14-02-2021 15:33:26: 0 0.3326027181371054 -0.3982116659603121 -1.3050643
14-02-2021 15:33:26: 0 0.32867561820337166 -0.38796995392633515 -1.2904773
14-02-2021 15:33:26: 0 0.3248494978092844 -0.377997105470016 -1.2761052
14-02-2021 15:33:26: 0 0.32112555821623134 -0.36751689977015056 -1.2594639
14-02-2021 15:33:26: 0 0.3175066887076454 -0.35696441152517056 -1.2446582
14-02-2021 15:33:26: 0 0.3139925584047938 -0.34654980419229003 -1.23095
