14-12-2020 20:39:31: Start!
Date Time Episode Position Velocity Reward 
14-12-2020 20:40:07: Start!
Date Time Episode Position Velocity Reward 
14-12-2020 20:40:11: 0 -0.0009143179138852986 49.97891564171615 -12840.256644923238
14-12-2020 20:40:15: 1 -0.0009143179138852986 49.97891564171615 -12840.256644923238
14-12-2020 20:40:19: 2 -0.0009143179138852986 49.97891564171615 -12840.256644923238
14-12-2020 20:40:25: 3 2.6596350185368767 2.53394611605411 -4404.529471513852
14-12-2020 20:40:33: 4 -2.6396024657716763 0.00551428190847399 -4156.594899890073
14-12-2020 20:40:41: 5 -3.13640460013071 -1.0483520349364983 -3789.8599122566684
14-12-2020 20:40:49: 6 2.7082325736064314 3.4456231821347707 -3654.9617526091424
14-12-2020 20:40:57: 7 2.0713893005139834 1.3065127243651569 -3685.711096425235
14-12-2020 20:41:06: 8 -2.8135755868138688 0.2560581611063683 -4019.069009289136
14-12-2020 20:41:15: 9 -3.035214276607297 0.0835830908877975 -5354.73177632533
14-12-2020 20:41:24: 10 -3.124267794323611 -0.40847283774620297 -5708.847857066005
14-12-2020 20:41:34: 11 2.5648374185393363 0.6629841310847788 -4537.277918833252
14-12-2020 20:41:44: 12 2.3885628741822424 -0.0989993129575845 -3515.1670244615657
14-12-2020 20:41:54: 13 2.3885746313484386 -0.09728712582051659 -3515.24322056354
14-12-2020 20:42:05: 14 2.3886115906492638 -0.09524620164728693 -3515.338351728083
14-12-2020 20:42:15: 15 2.388736567512577 -0.09872887578324475 -3515.2368344655197
14-12-2020 20:42:26: 16 2.388549896112413 -0.10058467382440822 -3515.266460033972
14-12-2020 20:42:38: 17 2.388549857911391 -0.10078427443229537 -3515.1351569845165
14-12-2020 20:42:49: 18 2.388528165418257 -0.10183417820545165 -3515.1174040368496
14-12-2020 20:43:01: 19 2.388541754299114 -0.10176038660165652 -3515.0606213829337
14-12-2020 20:43:13: 20 2.388483391820869 -0.10386498438993791 -3515.162451359144
14-12-2020 20:43:26: 21 2.3885287666828887 -0.10268865852611916 -3515.0529593345736
14-12-2020 20:43:38: 22 2.3884570149102817 -0.104695534947595 -3515.211741963289
14-12-2020 20:43:52: 23 2.3885413056967186 -0.10239181131955188 -3515.0209956723684
14-12-2020 20:44:05: 24 2.3885409277677248 -0.10244610009293491 -3515.0189273849196
14-12-2020 20:44:18: 25 2.388529028904488 -0.10277870557895757 -3515.0456734118907
14-12-2020 20:44:32: 26 2.388256722250981 -0.10996445887230512 -3515.6305681587055
14-12-2020 20:44:46: 27 2.3232784255360066 0.012668851406371898 -3606.8975171569955
14-12-2020 20:45:01: 28 2.3223297172774346 -0.07299081814314491 -3588.9943525799263
14-12-2020 20:45:16: 29 2.3271599934088885 -0.10505285987693606 -3585.6348289610473
14-12-2020 20:45:30: 30 2.3236753619864317 0.07562048566503052 -3596.7651511170525
14-12-2020 20:45:46: 31 2.3224138750698806 0.035970387725490646 -3596.0782762276576
