14-02-2021 15:33:11: Start!
Date Time Episode Position Velocity Control 
14-02-2021 15:33:11: 0 3.1372755446994116 -0.860274368182447 -2.9414124
14-02-2021 15:33:11: 0 3.1243874565491696 -1.7125222392821307 -2.9952145
14-02-2021 15:33:11: 0 3.1031375020229035 -2.5310851335441282 -2.995101
14-02-2021 15:33:11: 0 3.0739059011828633 -3.3073920819601357 -2.9966903
14-02-2021 15:33:11: 0 3.0371559896787907 -4.033413155001189 -2.9994977
14-02-2021 15:33:11: 0 2.993432641811335 -4.70089824445071 -2.9999568
14-02-2021 15:33:11: 0 2.9433555519330588 -5.303158202254014 -2.9999914
14-02-2021 15:33:11: 0 2.887605137806741 -5.834762020743534 -2.999998
14-02-2021 15:33:11: 0 2.8269098001503403 -6.291565827256018 -2.9999993
14-02-2021 15:33:11: 0 2.7620324758354045 -6.670822543976636 -2.9999995
14-02-2021 15:33:11: 0 2.6937562601229175 -6.971256143912633 -2.9999995
14-02-2021 15:33:11: 0 2.6228695319230066 -7.193085077288618 -2.999999
14-02-2021 15:33:11: 0 2.5501511391998246 -7.337985972684086 -2.999996
14-02-2021 15:33:11: 0 2.476356271587985 -7.408992696246621 -2.9999752
14-02-2021 15:33:11: 0 2.4022036668139535 -7.410331781302535 -2.9998865
14-02-2021 15:33:11: 0 2.328364529151881 -7.347246565485462 -2.9997659
14-02-2021 15:33:11: 0 2.255453315913158 -7.225802018477617 -2.9997835
14-02-2021 15:33:11: 0 2.184021211838253 -7.05254557802464 -2.9998105
14-02-2021 15:33:11: 0 2.1145523871848173 -6.834291983163474 -2.9998338
14-02-2021 15:33:11: 0 2.047462474914875 -6.577896930516573 -2.9998667
14-02-2021 15:33:11: 0 1.983099395829659 -6.290015609242699 -2.999803
14-02-2021 15:33:11: 0 1.9217460603425156 -5.976969607936186 -2.9996643
14-02-2021 15:33:11: 0 1.8636248700617797 -5.644520734576516 -2.9991498
14-02-2021 15:33:11: 0 1.8089043146444181 -5.297677963666232 -2.9976091
14-02-2021 15:33:11: 0 1.757709361517386 -4.940132423870288 -2.9926403
14-02-2021 15:33:11: 0 1.7101404794990227 -4.573096435263321 -2.9779158
14-02-2021 15:33:11: 0 1.666301115049281 -4.19477092138341 -2.945176
14-02-2021 15:33:11: 0 1.6263793279240222 -3.79007098663634 -2.8508956
14-02-2021 15:33:11: 0 1.5908030555189479 -3.3261557564954485 -2.635511
14-02-2021 15:33:11: 0 1.5604284194945972 -2.750279024866623 -2.231164
