14-02-2021 15:32:10: Start!
Date Time Episode Position Velocity Control 
14-02-2021 15:32:10: 0 -3.1371895557935607 0.8774094587795999 3.0
14-02-2021 15:32:10: 0 -3.1241252985149526 1.7305836691211345 3.0
14-02-2021 15:32:10: 0 -3.1026908746782764 2.5498791848557607 3.0
14-02-2021 15:32:10: 0 -3.073270967983616 3.3262220835661616 3.0
14-02-2021 15:32:10: 0 -3.0363376153373522 4.051238373586176 3.0
14-02-2021 15:32:10: 0 -2.992442506182245 4.717396116474398 3.0
14-02-2021 15:32:10: 0 -2.942207812889704 5.3181561466476746 3.0
14-02-2021 15:32:10: 0 -2.886315502544326 5.848123366278385 3.0
14-02-2021 15:32:10: 0 -2.8254951850197783 6.303185950411295 2.9999976
14-02-2021 15:32:10: 0 -2.7605106914355115 6.680627621547942 2.9999835
14-02-2021 15:32:10: 0 -2.692145823595272 6.979178991529711 2.9998696
14-02-2021 15:32:10: 0 -2.62119118399994 7.198749387037509 2.9985719
14-02-2021 15:32:10: 0 -2.5484491727738163 7.337071789523527 2.9836376
14-02-2021 15:32:10: 0 -2.4748126677519267 7.37835296847956 2.9038408
14-02-2021 15:32:10: 0 -2.4010819292051035 7.356735793125513 2.924038
14-02-2021 15:32:10: 0 -2.327799723490486 7.289554222329324 2.9853182
14-02-2021 15:32:10: 0 -2.2554648784969578 7.168298398606635 2.9980457
14-02-2021 15:32:10: 0 -2.1846028664528445 6.996092771766371 2.9995706
14-02-2021 15:32:10: 0 -2.115691538293106 6.779292040005326 2.9998527
14-02-2021 15:32:10: 0 -2.0491432935939864 6.5245949168740625 2.9999228
14-02-2021 15:32:10: 0 -1.985303980232346 6.238581861796231 2.9999402
14-02-2021 15:32:10: 0 -1.9244551225210165 5.927512224490276 2.9999478
14-02-2021 15:32:10: 0 -1.8668178923614196 5.5971788026213245 2.9999354
14-02-2021 15:32:10: 0 -1.812558256840492 5.252817749253204 2.9998953
14-02-2021 15:32:10: 0 -1.7617929692307728 4.89902945486378 2.9997363
14-02-2021 15:32:10: 0 -1.7145964183746596 4.539685271039513 2.9991248
14-02-2021 15:32:10: 0 -1.6710110724677056 4.177302477215223 2.995576
14-02-2021 15:32:10: 0 -1.6310902003643486 3.807226955834776 2.9666283
14-02-2021 15:32:10: 0 -1.5953114498809153 3.349444949009774 2.6566312
14-02-2021 15:32:10: 0 -1.5682065806181136 2.0748704249623646 -0.15193827
14-02-2021 15:32:10: 0 -1.5544923697939241 0.6717386780907996 -0.6595621
14-02-2021 15:32:10: 0 -1.5535622490896541 -0.4826348968049476 0.11297328
14-02-2021 15:32:10: 0 -1.5622068259994766 -1.244273402031029 1.3909053
14-02-2021 15:32:10: 0 -1.5783331485231695 -1.9790357541224193 1.441723
14-02-2021 15:32:10: 0 -1.6019995341699564 -2.7520922553362177 1.2705199
14-02-2021 15:32:10: 0 -1.6335378510688319 -3.553145845219247 1.1294568
14-02-2021 15:32:10: 0 -1.6732660757089564 -4.389624748186162 0.955942
14-02-2021 15:32:10: 0 -1.7212922575250795 -5.21222504903572 0.9396143
14-02-2021 15:32:10: 0 -1.7772503704386393 -5.975403165335359 1.0660963
14-02-2021 15:32:10: 0 -1.8404268328421942 -6.65513595364272 1.2599975
14-02-2021 15:32:10: 0 -1.9102517799134366 -7.303988129611679 1.2569704
14-02-2021 15:32:10: 0 -1.9864603547967654 -7.930505991078455 1.1999496
14-02-2021 15:32:10: 0 -2.0688474407023802 -8.538109777168321 1.1015184
14-02-2021 15:32:10: 0 -2.157233052151714 -9.128424524316546 0.96336454
14-02-2021 15:32:10: 0 -2.2514132317141184 -9.695081148394602 0.8088492
14-02-2021 15:32:10: 0 -2.351167660880966 -10.241192502510291 0.6028756
14-02-2021 15:32:10: 0 -2.4564060726644845 -10.789635111553082 0.27552918
14-02-2021 15:32:10: 0 -2.566961727355629 -11.30246850494963 0.03161038
14-02-2021 15:32:10: 0 -2.683138896477389 -11.911372799464198 -0.70591223
14-02-2021 15:32:10: 0 -2.8061281735944723 -12.662060130213353 -1.6528835
14-02-2021 15:32:10: 0 -2.936846589759231 -13.454607492352633 -2.3170738
14-02-2021 15:32:10: 0 -3.0753362843807395 -14.214181434479512 -2.7763734
