Date Time Episode Position Velocity Control Alpha Rho K 
21-02-2021 01:19:25: 0 -3.141592653589793 1.4414209340600799e-16 0.0 26.160389 20.519764 54.97115
21-02-2021 01:19:25: 0 -3.141592653589793 2.8599762580237784e-16 3.0 26.160389 20.519764 54.97115
21-02-2021 01:19:25: 0 -3.1371895557935607 0.8774094587796002 3.0 27.116505 19.670856 52.510162
21-02-2021 01:19:25: 0 -3.1241252985149526 1.730583669121135 3.0 27.370895 17.346563 45.653774
21-02-2021 01:19:25: 0 -3.1026908746782764 2.549879184855761 3.0 27.3673 15.101394 38.410336
21-02-2021 01:19:25: 0 -3.073270967983616 3.326222083566162 3.0 27.161285 13.485754 31.564348
21-02-2021 01:19:25: 0 -3.0363376153373522 4.051238373586177 3.0 26.195648 13.427379 26.366793
21-02-2021 01:19:25: 0 -2.992442506182245 4.717396116474399 3.0 25.380165 13.5520525 22.41133
21-02-2021 01:19:25: 0 -2.942207812889704 5.318156146647675 3.0 24.615948 14.806265 21.860165
21-02-2021 01:19:25: 0 -2.886315502544326 5.848123366278386 3.0 23.949785 16.178322 22.165115
21-02-2021 01:19:25: 0 -2.825495181520365 6.303186647775648 3.0 23.300926 17.749434 22.617195
21-02-2021 01:19:25: 0 -2.7605106569037945 6.6806331121713916 3.0 22.317152 20.208483 23.764656
21-02-2021 01:19:25: 0 -2.6921455434531376 6.979222478013104 3.0 21.240192 22.490074 24.806658
21-02-2021 01:19:25: 0 -2.621188378368789 7.19920945474922 3.0 19.63279 25.049618 25.973766
21-02-2021 01:19:25: 0 -2.5484178060579303 7.342306527912266 3.0 17.951628 27.421383 26.987335
21-02-2021 01:19:25: 0 -2.4745884434223946 7.411585285767354 3.0 15.560277 30.285738 28.500023
21-02-2021 01:19:25: 0 -2.4004180232558916 7.411320718741741 3.0 13.795249 32.466908 30.419363
21-02-2021 01:19:25: 0 -2.326576339516567 7.3467886500061255 3.0 11.764486 34.642242 32.136387
21-02-2021 01:19:25: 0 -2.253676393756189 7.224030735160638 3.0 10.03787 36.428856 33.477077
21-02-2021 01:19:25: 0 -2.1822679844799193 7.0496037327730745 3.0 8.238748 38.274067 34.59293
21-02-2021 01:19:25: 0 -2.112833811956267 6.830329842963066 3.0 6.1513205 40.616096 35.562664
21-02-2021 01:19:25: 0 -2.0457880107522426 6.573063082996328 3.0 3.94512 42.883778 36.18802
21-02-2021 01:19:25: 0 -1.9814768877844804 6.28448344990006 3.0 1.9152712 44.662548 36.529644
21-02-2021 01:19:25: 0 -1.9201815455747315 5.97092667623699 3.0 0.42536473 46.93939 35.900204
21-02-2021 01:19:26: 0 -1.862122012625325 5.638253362379016 3.0 0.79830813 48.838062 35.10477
21-02-2021 01:19:26: 0 -1.8074624834657564 5.291757680433546 3.0 1.8483796 50.208576 34.276993
21-02-2021 01:19:26: 0 -1.7563172838293628 4.936113016327889 3.0 2.834736 51.033344 33.204124
21-02-2021 01:19:26: 0 -1.708757213186808 4.57534998090103 3.0 3.681699 51.52933 32.10899
21-02-2021 01:19:26: 0 -1.6648159685684583 4.212861154664936 3.0 4.2694693 51.697857 30.955374
21-02-2021 01:19:26: 0 -1.6244964121330856 3.851426605844952 3.0 4.3676434 51.348354 29.950232
21-02-2021 01:19:26: 0 -1.5877765037521252 3.4932544572138564 3.0 4.436082 50.37982 29.090792
21-02-2021 01:19:26: 0 -1.5546147743190621 3.140031385138397 3.0 5.1228075 49.77436 28.325176
21-02-2021 01:19:26: 0 -1.5249552627120133 2.792978745204759 3.0 5.189579 48.888443 27.211805
21-02-2021 01:19:26: 0 -1.4987318780062422 2.452910898712934 3.0 5.0657263 47.800133 26.12739
21-02-2021 01:19:26: 0 -1.4758721784702962 2.1202931680349058 3.0 4.769068 46.362713 25.17477
21-02-2021 01:19:26: 0 -1.4563005806713178 1.7952976168911507 3.0 3.2777479 41.930042 24.415367
21-02-2021 01:19:26: 0 -1.4399410266913275 1.4778555036098544 3.0 3.8391912 38.60768 23.271708
21-02-2021 01:19:26: 0 -1.4267191462377653 1.1677057821927876 3.0 6.706626 36.561115 20.997486
21-02-2021 01:19:26: 0 -1.4165639545562811 0.864439432227524 3.0 10.154238 35.06203 18.068796
21-02-2021 01:19:26: 0 -1.4094091276683525 0.5675396969848502 3.0 15.403181 34.4899 15.72552
21-02-2021 01:19:26: 0 -1.405193894561041 0.2764185155209135 3.0 20.87674 34.4183 13.559088
21-02-2021 01:19:26: 0 -1.4038635823858154 -0.009550434184804085 3.0 25.691383 34.605286 11.569468
21-02-2021 01:19:26: 0 -1.4053698461532296 -0.2910015929288646 3.0 29.832043 34.747513 9.973465
21-02-2021 01:19:26: 0 -1.4096706093753149 -0.5685497669280712 3.0 33.374897 34.712387 8.585474
21-02-2021 01:19:26: 0 -1.4167297370285699 -0.8427642650256667 3.0 36.231495 34.649113 7.4075522
21-02-2021 01:19:26: 0 -1.426516457421224 -1.114144471507961 3.0 38.600353 34.736427 6.4500093
