21-02-2021,01:14:50:,0,-3.141592653589793,1.4414209340600799e-16,0.0,44.16869,11.56394,36.773273
21-02-2021,01:14:50:,0,-3.141592653589793,2.8599762580237784e-16,3.0,44.16869,11.56394,36.773273
21-02-2021,01:14:50:,0,-3.1371895557935607,0.8774094587796002,3.0,44.89585,11.027731,38.614227
21-02-2021,01:14:50:,0,-3.1241252985149526,1.730583669121135,3.0,38.88546,11.085651,37.77919
21-02-2021,01:14:50:,0,-3.1026908746782764,2.549879184855761,3.0,29.941965,10.629375,35.377563
21-02-2021,01:14:50:,0,-3.073270967983616,3.326222083566162,3.0,18.87166,10.375381,32.126137
21-02-2021,01:14:50:,0,-3.0363376153373522,4.051238373586177,3.0,14.598489,10.127222,29.996014
21-02-2021,01:14:50:,0,-2.992442506182245,4.717396116474399,3.0,11.173549,9.671854,27.739328
21-02-2021,01:14:50:,0,-2.942207812889704,5.318156146647675,3.0,10.406957,8.70499,26.886227
21-02-2021,01:14:50:,0,-2.886315502544326,5.848123366278386,3.0,10.645551,8.095473,27.508556
21-02-2021,01:14:50:,0,-2.825495181520365,6.303186647775648,3.0,10.85096,7.5796638,28.057007
21-02-2021,01:14:50:,0,-2.7605106569037945,6.6806331121713916,3.0,11.02001,7.090619,28.397081
21-02-2021,01:14:50:,0,-2.6921455434531376,6.979222478013104,3.0,10.39091,7.314198,28.505127
21-02-2021,01:14:50:,0,-2.621188378368789,7.19920945474922,3.0,9.654154,7.644319,28.390413
21-02-2021,01:14:50:,0,-2.5484178060579303,7.342306527912266,3.0,8.937324,7.964372,28.055365
21-02-2021,01:14:50:,0,-2.4745884434223946,7.411585285767354,3.0,8.181734,8.299841,27.55828
21-02-2021,01:14:50:,0,-2.4004180232558916,7.411320718741741,3.0,7.5826983,8.697754,26.820292
21-02-2021,01:14:50:,0,-2.326576339516567,7.3467886500061255,3.0,7.1899447,9.108509,25.899015
21-02-2021,01:14:50:,0,-2.253676393756189,7.224030735160638,3.0,6.7543654,9.514835,24.857073
21-02-2021,01:14:50:,0,-2.1822679844799193,7.0496037327730745,3.0,6.300862,9.953072,23.807688
21-02-2021,01:14:50:,0,-2.112833811956267,6.830329842963066,3.0,6.199166,10.342865,23.776894
21-02-2021,01:14:50:,0,-2.0457880107522426,6.573063082996328,3.0,6.121432,10.727625,23.830606
21-02-2021,01:14:51:,0,-1.9814768877844804,6.28448344990006,3.0,6.012784,11.076387,23.756964
21-02-2021,01:14:51:,0,-1.9201815455747315,5.97092667623699,3.0,5.878102,11.383524,23.570501
21-02-2021,01:14:51:,0,-1.862122012625325,5.638253362379016,3.0,5.7256503,11.626484,23.279932
21-02-2021,01:14:51:,0,-1.8074624834657564,5.291757680433546,3.0,5.558059,11.841965,22.919283
