19-02-2021 17:15:49: Start!
Date Time Episode Position Velocity Control 
19-02-2021 17:18:09: Start!
Date Time Episode Position Velocity Control 
19-02-2021 17:18:11: 0 0.00038546926135252235 -0.00038546925180647524 -0.0014282567013909596
19-02-2021 17:18:12: 1 0.00038546926135252235 -0.00038546925180647524 -0.0014282567013909596
19-02-2021 17:18:13: 2 0.00038546926135252235 -0.00038546925180647524 -0.0014282567013909596
19-02-2021 17:18:34: Start!
Date Time Episode Position Velocity Control 
19-02-2021 17:18:36: 0 0.00038546926135252235 -0.00038546925180647524 -0.0014282567013909596
19-02-2021 17:18:37: 1 0.00038546926135252235 -0.00038546925180647524 -0.0014282567013909596
19-02-2021 17:18:38: 2 0.00038546926135252235 -0.00038546925180647524 -0.0014282567013909596
19-02-2021 17:19:05: Start!
Date Time Episode Position Velocity Control 
19-02-2021 17:19:07: 0 0.00038546926135252235 -0.00038546925180647524 -0.0014282567013909596
19-02-2021 17:19:08: 1 0.00038546926135252235 -0.00038546925180647524 -0.0014282567013909596
19-02-2021 17:19:08: 2 0.00038546926135252235 -0.00038546925180647524 -0.0014282567013909596
19-02-2021 17:19:23: Start!
Date Time Episode Position Velocity Control 
19-02-2021 17:20:25: Start!
Date Time Episode Position Velocity Control 
19-02-2021 17:20:26: 0 0.00038546926135252235 -0.00038546925180647524 -0.0014282567013909596
19-02-2021 17:20:28: 1 0.00038546926135252235 -0.00038546925180647524 -0.0014282567013909596
19-02-2021 17:20:28: 2 0.00038546926135252235 -0.00038546925180647524 -0.0014282567013909596
19-02-2021 17:21:19: Start!
Date Time Episode Position Velocity Control 
19-02-2021 17:22:04: Start!
Date Time Episode Position Velocity Control 
19-02-2021 17:22:06: 0 -2.3057331044223073 0.7418731480307331 3.0
19-02-2021 17:22:07: 1 -2.3057331044223073 0.7418731480307331 3.0
19-02-2021 17:22:08: 2 -2.3057331044223073 0.7418731480307331 3.0
19-02-2021 17:22:11: 3 -3.0746635192141785 0.06687917728914017 3.0
19-02-2021 17:22:15: 4 -0.07472988502722089 0.07466034891204358 3.0
19-02-2021 17:22:19: 5 2.8462391472844892 -0.29107806754043625 3.0
19-02-2021 17:22:24: 6 -3.0052842115334464 0.1358867324021596 1.1866877959549273
19-02-2021 17:22:28: 7 -2.3360608874220166 0.7211991141704855 3.0
19-02-2021 17:22:32: 8 -2.52646689713265 0.5770612322578877 3.0
19-02-2021 17:22:36: 9 -2.339506362913504 0.7188080613722533 3.0
19-02-2021 17:22:41: 10 -2.3717824779121344 0.6959989491797991 3.0
19-02-2021 17:22:46: 11 -2.3491192962947274 0.7120919587980695 3.0
19-02-2021 17:22:51: 12 -2.3199165615625885 0.732288267719757 3.0
19-02-2021 17:22:56: 13 -2.0575581332753172 0.8838522076261516 3.0
19-02-2021 17:23:00: 14 -2.3100262758521994 0.738987575772309 3.0
19-02-2021 17:23:05: 15 -2.3095094041893756 0.7393357033315909 3.0
19-02-2021 17:23:09: 16 -2.374102906729366 0.6943309097056989 3.0
19-02-2021 17:23:14: 17 1.2723397455880026 -0.955791462512066 -2.73361900868605
19-02-2021 17:23:18: 18 -2.28478416507748 0.7557564451630402 3.0
19-02-2021 17:23:23: 19 -2.345777534805407 0.7144341829869192 3.0
19-02-2021 17:23:27: 20 -2.4464285139741584 0.6405114989434073 3.0
19-02-2021 17:23:33: 21 -2.212941533934516 0.8008128053553155 2.107243768516686
19-02-2021 17:23:50: Start!
Date Time Episode Position Velocity Control 
19-02-2021 17:23:52: 0 -2.3057331044223073 0.7418731480307331 3.0
19-02-2021 17:23:53: 1 -2.3057331044223073 0.7418731480307331 3.0
19-02-2021 17:23:54: 2 -2.3057331044223073 0.7418731480307331 3.0
19-02-2021 17:23:57: 3 2.5407258242980735 -0.5653576862577508 -3.0
19-02-2021 17:24:01: 4 1.786861613218523 -0.9767485637774338 -3.0
19-02-2021 17:24:06: 5 -2.9186211409988676 0.22112854690063452 3.0
19-02-2021 17:24:10: 6 -3.0030936907295205 0.1380566070125837 0.3985626523136592
19-02-2021 17:24:14: 7 -2.330475946796758 0.7250566901886359 3.0
19-02-2021 17:24:19: 8 -2.3302447325451077 0.7252159055613863 3.0
19-02-2021 17:24:23: 9 -2.2595729246591594 0.7720241785842407 3.0
19-02-2021 17:24:27: 10 1.8785914462295317 -0.9530038723164347 3.0
19-02-2021 17:24:33: 11 1.720745113662577 -0.988778729834224 -3.0
19-02-2021 17:24:37: 12 -0.7031360704072007 0.6466131143379554 -3.0
19-02-2021 17:24:42: 13 0.017458615237206487 -0.01745772834362371 -0.4891012071138688
19-02-2021 17:24:46: 14 1.8123275517992319 -0.9709728600655054 3.0
19-02-2021 17:24:51: 15 -2.334648332266074 0.7221769105955733 3.0
19-02-2021 17:24:55: 16 0.8999713303445045 -0.7833090879619155 -2.6931597001630054
19-02-2021 17:25:00: 17 -2.2922899716955456 0.7508200043244773 3.0
19-02-2021 17:25:04: 18 0.05065446297530185 -0.05063280358743492 0.476195433488108
19-02-2021 17:25:09: 19 -2.3115606376230264 0.7379529775316671 3.0
19-02-2021 17:25:14: 20 2.5242242351490667 -0.5788913635738873 3.0
19-02-2021 17:25:20: 21 2.983673082673608 -0.15726400696392867 -3.0
19-02-2021 17:25:24: 22 -2.2663187197827703 0.7677190641453486 1.1705616164740094
19-02-2021 17:25:29: 23 -2.316198170349139 0.7348154044363332 3.0
19-02-2021 17:25:34: 24 -2.3119148081238343 0.7377139185351359 3.0
19-02-2021 17:25:39: 25 -2.3471850320992864 0.7134486460616147 3.0
