14-02-2021 15:32:53: Start!
Date Time Episode Position Velocity Control 
14-02-2021 15:32:53: 0 3.1371895564934142 -0.8774093193191213 -2.9999995
14-02-2021 15:32:53: 0 3.1241253023410955 -1.7305831848614164 -2.9999988
14-02-2021 15:32:53: 0 3.102690896923616 -2.5498759961264885 -2.9999907
14-02-2021 15:32:53: 0 3.0732711360954816 -3.3261961883085602 -2.999922
14-02-2021 15:32:53: 0 3.036338565140799 -4.051108361801644 -2.9996414
14-02-2021 15:32:53: 0 2.992445428088062 -4.717132448917069 -2.9995296
14-02-2021 15:32:53: 0 2.9422141136707687 -5.317745082375356 -2.999465
14-02-2021 15:32:53: 0 2.8863267522434217 -5.847546022056793 -2.9993765
14-02-2021 15:32:53: 0 2.8255132882174863 -6.3023944168369255 -2.9991796
14-02-2021 15:32:53: 0 2.760538235640836 -6.679533415503407 -2.9988227
14-02-2021 15:32:53: 0 2.6921876196085037 -6.977426980791174 -2.9974403
14-02-2021 15:32:53: 0 2.6212566768068477 -7.195769111733421 -2.994099
14-02-2021 15:32:53: 0 2.5485388667049804 -7.33521231995653 -2.9870334
14-02-2021 15:32:53: 0 2.4748337333975794 -7.393880230924152 -2.9628432
14-02-2021 15:32:53: 0 2.401040928234142 -7.353662267571652 -2.8614824
14-02-2021 15:32:53: 0 2.3280939487883767 -7.2257905493195445 -2.7778397
14-02-2021 15:32:53: 0 2.2569260720084294 -6.999093034352706 -2.632708
14-02-2021 15:32:53: 0 2.188706649455403 -6.637571827782063 -2.3380501
14-02-2021 15:32:53: 0 2.1254301070121793 -6.0124837410543 -1.5727584
14-02-2021 15:32:53: 0 2.0717592211167766 -4.719800110570147 0.6139188
14-02-2021 15:32:53: 0 2.0344781058863255 -2.7382916665355657 2.945017
14-02-2021 15:32:53: 0 2.01701676620622 -0.7577411937329774 2.9994125
14-02-2021 15:32:53: 0 2.0192113376199288 1.1912730226744344 2.985734
14-02-2021 15:32:53: 0 2.038969223222133 2.754411611187731 1.7943671
14-02-2021 15:32:53: 0 2.07266514942469 3.9784078851369826 0.7710165
14-02-2021 15:32:53: 0 2.1179058568901183 5.062368269098935 0.43632835
14-02-2021 15:32:53: 0 2.1730683431742825 5.961805996694004 -0.029001508
14-02-2021 15:32:53: 0 2.2365444528935807 6.723952459144454 -0.31316316
14-02-2021 15:32:53: 0 2.3070622295922263 7.36889303228105 -0.5050638
14-02-2021 15:32:53: 0 2.383901273295547 7.986643980736841 -0.3638518
14-02-2021 15:32:53: 0 2.4667844612161307 8.576063505034929 -0.19376013
14-02-2021 15:32:53: 0 2.555692583412422 9.189726449876831 0.1903996
14-02-2021 15:32:53: 0 2.6509615949946674 9.846155020258005 0.6777712
14-02-2021 15:32:53: 0 2.75292470378107 10.526412587640193 1.1439934
14-02-2021 15:32:53: 0 2.8616745566310673 11.201448959570836 1.5545765
14-02-2021 15:32:53: 0 2.976964125335737 11.832550281712564 1.8735441
14-02-2021 15:32:53: 0 3.0982049384410733 12.390285504483547 2.1257877
14-02-2021 15:32:53: 0 -3.05844965050923 12.889516919854785 2.4530697
14-02-2021 15:32:53: 0 -2.9273984755550924 13.29401684649032 2.6718955
14-02-2021 15:32:53: 0 -2.7929259617627746 13.574200417349148 2.790159
14-02-2021 15:32:53: 0 -2.656314586203041 13.72298573950518 2.8680873
